record_id,compound_smiles,egfr_variant,standard_type,standard_value,standard_units,pchembl_value,source_id,extraction_confidence,extraction_method
zenodo_HER1_7836,CC(C)(Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(N)=O,HER1,IC50,24547.089156850285,nM,4.61,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_15015,CC(C)/N=C/c1cc(O)ccc1O,HER1,IC50,46773.51412871981,nM,4.33,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_51574,CC(C)C1NC(=O)Cc2ccc(Cl)cc2Nc2ncnc3cc(OCCF)c(cc23)OCCCNC1=O,HER1,IC50,34673.685045253165,nM,4.46,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_8156,CC(C)CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,HER1,IC50,32.35936569296281,nM,7.49,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_6877,CC(C)CSSCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,HER1,IC50,3.019951720402019,nM,8.52,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_82560,CC(C)N(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,HER1,IC50,6.456542290346563,nM,8.19,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_82546,CC(C)N(C)C/C=C/C(=O)N1CCc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,HER1,IC50,9.120108393559116,nM,8.04,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_82544,CC(C)N(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,HER1,IC50,1.4125375446227555,nM,8.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_23285,CC(C)N(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,HER1,IC50,0.3981071705534969,nM,9.4,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_5983,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,HER1,IC50,3.4673685045253095,nM,8.46,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_77526,CC(C)N(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)C(C)C,HER1,IC50,36.3078054770101,nM,7.44,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_77523,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C,HER1,IC50,64.56542290346549,nM,7.19,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_5991,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C(C)C,HER1,IC50,3.981071705534969,nM,8.4,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_59506,CC(C)OC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,HER1,IC50,28183.82931264455,nM,4.55,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_81390,CC(C)OCCNc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,HER1,IC50,89.12509381337459,nM,7.05,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_65691,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,HER1,IC50,6918.309709189362,nM,5.16,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_58977,CC(C)Oc1ccc(NC(=O)c2sc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2N)cc1,HER1,IC50,0.14125375446227553,nM,9.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_16716,CC(C)Oc1cccc2nc(NC(=O)c3ccnnc3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,HER1,IC50,2089.2961308540407,nM,5.68,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_43934,CC(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,HER1,IC50,52.48074602497723,nM,7.28,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_6875,CC(C)SSCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,HER1,IC50,1.4125375446227555,nM,8.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_77628,CC(C)[C@@H]1CC2OC2CC/C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,HER1,IC50,21877.616239495517,nM,4.66,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_35408,CC(C)c1[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c(-c2ccccc2)c1C(=O)NCCCN1CCCC1,HER1,IC50,8912.509381337459,nM,5.05,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_17314,CC(C)c1cc(/C=C(\C#N)S(=O)(=O)c2ccccc2)cc(C(C)C)c1O,HER1,IC50,61659.50018614822,nM,4.21,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_21331,CC(C)c1cc(/C=C2/C(=O)Nc3ccccc32)cc(C(C)C)c1O,HER1,IC50,8128.305161640995,nM,5.09,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_32446,CC(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,HER1,IC50,5495.408738576249,nM,5.26,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_21329,CC(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,HER1,IC50,5495.408738576249,nM,5.26,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_83183,CC(C)c1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,HER1,IC50,758.5775750291835,nM,6.12,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_83969,CC(C)c1ccc(NC(=O)c2ccccc2O)cc1,HER1,IC50,29512.09226666384,nM,4.53,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1793,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,HER1,IC50,6025.5958607435805,nM,5.22,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2053,CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,HER1,IC50,6918.309709189362,nM,5.16,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2081,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,HER1,IC50,1202.2644346174131,nM,5.92,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1985,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,HER1,IC50,251.18864315095823,nM,6.6,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_21872,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,HER1,IC50,549.5408738576248,nM,6.26,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1993,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,HER1,IC50,158.48931924611142,nM,6.8,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1953,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,HER1,IC50,2137.9620895022326,nM,5.67,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2025,CC(C)n1nc(-c2ccc(O)c(C#N)c2)c2c(N)ncnc21,HER1,IC50,8128.305161640995,nM,5.09,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1989,CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,HER1,IC50,1047.1285480508984,nM,5.98,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_3585,CC(C)n1nc(-c2ccc3[nH]/c(=N/N)ccc3c2)c2c(N)ncnc21,HER1,IC50,7079.457843841374,nM,5.15,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2144,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,HER1,IC50,933.2543007969905,nM,6.03,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_3577,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,HER1,IC50,6760.829753919819,nM,5.17,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2132,CC(C)n1nc(-c2ccc3[nH]nc(N)c3c2)c2c(N)ncnc21,HER1,IC50,208.92961308540407,nM,6.68,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1973,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,HER1,IC50,1096.4781961431852,nM,5.96,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_4853,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,HER1,IC50,630.957344480193,nM,6.2,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2128,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,HER1,IC50,9549.92586021437,nM,5.02,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2009,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,HER1,IC50,5011.872336272725,nM,5.3,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_19907,CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,HER1,IC50,87.09635899560814,nM,7.06,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2013,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,HER1,IC50,218.77616239495518,nM,6.66,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_21881,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21,HER1,IC50,2511.886431509582,nM,5.6,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1921,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,HER1,IC50,25118.864315095823,nM,4.6,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_3581,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,HER1,IC50,7413.102413009177,nM,5.13,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_19915,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,HER1,IC50,616.5950018614822,nM,6.21,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1825,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,HER1,IC50,8317.63771102671,nM,5.08,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_3573,CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,HER1,IC50,28840.31503126606,nM,4.54,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1945,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,HER1,IC50,3715.3522909717276,nM,5.43,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1997,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,HER1,IC50,4570.881896148751,nM,5.34,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1889,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,HER1,IC50,44668.359215096345,nM,4.35,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1965,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,HER1,IC50,380.1893963205613,nM,6.42,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2005,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,HER1,IC50,70794.57843841374,nM,4.15,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_30795,CC(C)n1nc(I)c2c(N)ncnc21,HER1,IC50,17782.794100389227,nM,4.75,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_37714,CC(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,HER1,IC50,100000.0,nM,4.0,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_69449,CC(CN(C)C)NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1,HER1,IC50,218.77616239495518,nM,6.66,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_68575,CC(CN1CCCCC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,HER1,IC50,223.87211385683378,nM,6.65,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_68477,CC(N)CNc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,HER1,IC50,75.85775750291836,nM,7.12,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_74775,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,HER1,IC50,851.1380382023759,nM,6.07,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_56670,CC(O)C(=O)N(C)CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,HER1,IC50,194.98445997580455,nM,6.71,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_14999,CC/N=C/c1cc(O)ccc1O,HER1,IC50,74131.02413009177,nM,4.13,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_87728,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccc(Br)cc21,HER1,IC50,26302.679918953814,nM,4.58,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_87724,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccc(Cl)cc21,HER1,IC50,27542.28703338169,nM,4.56,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_87721,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccccc21,HER1,IC50,31622.776601683792,nM,4.5,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_81429,CC1(C)CN(CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2OCC2CCCC2)CC(=O)O1,HER1,IC50,58.88436553555884,nM,7.23,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_27373,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,HER1,IC50,0.2818382931264449,nM,9.55,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_68582,CC1CC(c2ccc(O)cc2)CN1c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,HER1,IC50,141.25375446227554,nM,6.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_2240,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,HER1,IC50,363.078054770101,nM,6.44,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_89838,CC1CCCCN1CC=CC(=O)N1CCCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,HER1,IC50,5888.436553555884,nM,5.23,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_89791,CC1CCCCN1CC=CC(=O)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,HER1,IC50,177.82794100389228,nM,6.75,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_58939,CC1CCN(Cc2ccc(NC(=O)c3sc4ncc(C#N)c5c4c3[nH]c(=O)n5-c3c(Cl)ccc4c3OCO4)cc2)CC1,HER1,IC50,630.957344480193,nM,6.2,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_39461,CC1CCN(Cc2ccc(NC(=O)c3sc4ncnc5c4c3[nH]c(=O)n5-c3ccccc3Cl)cc2)CC1,HER1,IC50,602.5595860743581,nM,6.22,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_39109,CC1CN(CCCN2CCCC2)C(=O)c2c1[nH]c(/C=C1\C(=O)Nc3ccc(Br)cc31)c2-c1ccccc1,HER1,IC50,6025.5958607435805,nM,5.22,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_39113,CC1CN(CCCN2CCN(C)CC2)C(=O)c2c1[nH]c(/C=C1\C(=O)Nc3ccc(Br)cc31)c2-c1ccccc1,HER1,IC50,6456.54229034655,nM,5.19,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_22443,CC1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,HER1,IC50,36.3078054770101,nM,7.44,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_16444,CC=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,HER1,IC50,0.4570881896148752,nM,9.34,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_85668,CC=CC(=O)Nc1cccc(C(F)(F)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2F)c1,HER1,IC50,1737.8008287493763,nM,5.76,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_85670,CC=CC(=O)Nc1cccc(C(F)(F)c2nc(Nc3ccc(N4CCN(CC)CC4)cc3)ncc2F)c1,HER1,IC50,1621.8100973589299,nM,5.79,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_20590,CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,HER1,IC50,23.442288153199225,nM,7.63,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_16440,CCC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,HER1,IC50,1.9054607179632443,nM,8.72,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_20524,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,HER1,IC50,0.5248074602497733,nM,9.28,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_42013,CCC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,HER1,IC50,63.0957344480193,nM,7.2,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_9162,CCC(C(N)=O)c1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,HER1,IC50,151.3561248436207,nM,6.82,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_9164,CCC(C(N)=O)c1ccc2ncc(C#N)c(Nc3ccc(Br)c(Br)c3)c2c1,HER1,IC50,3019.951720402019,nM,5.52,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_9163,CCC(C(N)=O)c1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,HER1,IC50,0.6025595860743569,nM,9.22,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_67928,CCC(C)/C=C/C(=O)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C1CC(O)C(C(=O)O)O1,HER1,IC50,1584.893192461114,nM,5.8,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1981,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,HER1,IC50,1659.5869074375596,nM,5.78,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_54391,CCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,HER1,IC50,9.549925860214369,nM,8.02,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_54414,CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,HER1,IC50,19.952623149688787,nM,7.7,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_14996,CCCCCC/N=C/c1cc(O)ccc1O,HER1,IC50,95499.25860214369,nM,4.02,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_76861,CCCCCC1=NC(O)(CC)CC[Se]1,HER1,IC50,158489.3192461114,nM,3.8,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_68337,CCCCCOc1ccc(Nc2c(C#N)cnc3cc(OCC)c(NC(=O)/C=C/CN(C)C)cc23)cc1Cl,HER1,IC50,891.2509381337459,nM,6.05,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_77539,CCCCN(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)CCCC,HER1,IC50,48.97788193684466,nM,7.31,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_77537,CCCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCC,HER1,IC50,32.35936569296281,nM,7.49,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_83185,CCCCN(CCCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,HER1,IC50,30902.95432513592,nM,4.51,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_83115,CCCCN(Cc1cc(Br)cc(Br)c1O)C(=S)Nc1ccccc1,HER1,IC50,31622.776601683792,nM,4.5,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_14246,CCCCN(Cc1cc(Br)ccc1O)C(=O)Nc1ccccc1,HER1,IC50,37153.52290971728,nM,4.43,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_14256,CCCCN(Cc1cc(C)ccc1O)C(=S)Nc1ccccc1,HER1,IC50,43651.58322401656,nM,4.36,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_83116,CCCCN(Cc1cc(Cl)cc(Cl)c1O)C(=S)Nc1ccccc1,HER1,IC50,24547.089156850285,nM,4.61,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_14245,CCCCN(Cc1cc(Cl)ccc1O)C(=O)Nc1ccccc1,HER1,IC50,32359.36569296281,nM,4.49,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_14254,CCCCN(Cc1cc(Cl)ccc1O)C(=S)Nc1ccccc1,HER1,IC50,18197.008586099826,nM,4.74,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_83171,CCCCNC(=O)c1ccc(N(CCCl)CCCl)cc1,HER1,IC50,22908.676527677748,nM,4.64,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_5472,CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,HER1,IC50,4786.30092322638,nM,5.32,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_635,CCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCC,HER1,IC50,104.71285480508985,nM,6.98,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_68144,CCCN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,HER1,IC50,89.12509381337459,nM,7.05,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_83172,CCCN(CCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,HER1,IC50,29512.09226666384,nM,4.53,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_19753,CCCN(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,HER1,IC50,85.11380382023759,nM,7.07,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_65556,CCCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,HER1,IC50,7.079457843841373,nM,8.15,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_7079,CCCN1CCN(C(C)(C)C#Cc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)CC1,HER1,IC50,3.019951720402019,nM,8.52,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_81462,CCCNCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,HER1,IC50,60.25595860743581,nM,7.22,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_21098,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,HER1,IC50,0.1698243652461746,nM,9.77,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_36260,CCCS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,HER1,IC50,20.892961308540407,nM,7.68,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_3332,CCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,HER1,IC50,0.5011872336272715,nM,9.3,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_66262,CCN(CC)C(=O)COc1ccc2nc(C(=O)NCc3ccc(F)cc3)sc2c1,HER1,IC50,39810.71705534969,nM,4.4,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_66297,CCN(CC)C(=O)COc1ccc2nc(C(=O)NCc3ccccc3)sc2c1,HER1,IC50,20892.96130854041,nM,4.68,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_66242,CCN(CC)C(=O)COc1ccc2nc(C(=O)NCc3ccco3)sc2c1,HER1,IC50,4073.8027780411303,nM,5.39,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_14330,CCN(CC)C(C)(C#CC(=O)c1ccc(OC)c(OC)c1)C(C)C,HER1,IC50,2884.031503126606,nM,5.54,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_40060,CCN(CC)C(C)(C#CC(=O)c1ccc(OC)c(OC)c1)CC(C)C,HER1,IC50,1288.249551693135,nM,5.89,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1750,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CC1CCCCC1,HER1,IC50,1096.4781961431852,nM,5.96,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1744,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CCc1ccccc1,HER1,IC50,1202.2644346174131,nM,5.92,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1738,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)Cc1ccccc1,HER1,IC50,3.019951720402019,nM,8.52,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1747,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)Cc1ccncc1,HER1,IC50,199.52623149688787,nM,6.7,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_1741,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)c1ccccc1,HER1,IC50,7244.359600749906,nM,5.14,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_14278,CCN(CC)C(C)(C)/C(=C/C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(C)cc1,HER1,IC50,1096.4781961431852,nM,5.96,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_45428,CCN(CC)C(C)(C)/C(=C/C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,HER1,IC50,1412.5375446227554,nM,5.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_45420,CCN(CC)C(C)(C)/C(=C/C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1ccccc1,HER1,IC50,1698.243652461746,nM,5.77,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_45437,CCN(CC)C(C)(C)/C(=C/C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1cccs1,HER1,IC50,467.73514128719813,nM,6.33,gn_gnn_zenodo,high,web_scrape
zenodo_HER1_16975,CCN(CC)C(C)(C)/C(=C\C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(C)cc1,HER1,IC50,229.08676527677747,nM,6.64,gn_gnn_zenodo,high,web_scrape
